author,content,author_descrition,reactions,comments,comments_number,tags;;;;;;;;;;;;;;;;
"Modeste AkaffouModeste Akaffou,""Bonjour 👋  à tous 😁 😁🎉 Super nouvelle à partager ! Notre équipe H@ckXi0m a décroché la 3ème place lors des qualifications de la compétition de CTF organisé par leFCC-Forum! Ce résultat nous permet de nous qualifier pour la finale qui se tiendra à Conakry, en Guinée. 🥉🇬🇳🔒Félicitations à mes coéquipiersDamo Eloiflin,Toure SaidetAlexis Pondopour leur travail acharné. Nous sommes parmi les 4 équipes étrangères retenues pour la finale à savoir le Togo 🇹🇬 , la Côte d'Ivoire 🇨🇮 , la France 🇫🇷 et le Gabon 🇬🇦 .Cette réalisation témoigne de notre progression continue. Un immense merci aux organisateurs duFCC-Forumpour cette opportunité enrichissante. Les connaissances et les outils acquis seront précieux pour la suite des compétitions. 🌟💡hashtag#ctfhashtag#teamhashtag#competitonhashtag#cybersecurityhashtag#esatic"",Penetration Tester || IT Auditor || IT Risk || Head of Security @ FuturAfricPenetration Tester || IT Auditor || IT Risk || Head of Security @ FuturAfric,,,,""['ctf', 'team', 'competiton', 'cybersecurity', 'esatic']""";;;;;;;;;;;;;;;;
"M. RICHARD KRAM. RICHARD KRA,""LaCybersécuritéest la pratique consistant à protéger les systèmes, les réseaux et les programmes contre les attaques numériques. Ces cyberattaques visent généralement à accéder à des informations sensibles, à les modifier ou à les détruire, à extorquer de l'argent aux utilisateurs, ou à interrompre les processus normaux de l'entreprise.La mise en œuvre de mesures efficaces de cybersécurité est particulièrement difficile aujourd'hui, car il y a plus d'équipements que de personnes, et les hackers sont de plus en plus innovants.OrangeCGECI - Le Patronat IvoirienAnge Patrick KOFFI"",""IT MANAGER, MASTER| Pentesting|Vulnerability Researcher |Vulnerability scanning| IPS-IDS & FIREWALLS| CERTIFIED IN: CCNA|CCNAS|CCNP|CyberSecurity| ITIL v4IT MANAGER, MASTER| Pentesting|Vulnerability Researcher |Vulnerability scanning| IPS-IDS & FIREWALLS| CERTIFIED IN: CCNA|CCNAS|CCNP|CyberSecurity| ITIL v4"",,,,[]";;;;;;;;;;;;;;;;
"Amadou Tidiane DIAWARAAmadou Tidiane DIAWARA,""⚽ Cette 34 -ème édition de la Coupe d'Afrique des Nations de Football 2023, qui se déroule du 13 Janvier au 11 Février 2024, est une opportunité pour la Côte d'Ivoire de faire preuve une fois de plus de son hospitalité et de promouvoir sa culture.🌍 Toutefois, cette visibilité amplifiée par la CAN23 fait de la Côte d'Ivoire l'une des cibles privilégiées des cybercriminels désireux de gain financier, d'espionnage industriel et de déstabilisation économique et sociale.🚀 Je vous partage 11 mesures de cybersécurité à mettre en place pour renforcer le niveau de résilience des systèmes d’information des organisations publiques et privées.hashtag#CAN23hashtag#Abidjanhashtag#ARTCIhashtag#PLCChashtag#cybersecurityhashtag#CyberCANCOCAN 2023ARTCIhashtag#CAN2023"",""Co-Founder Cyber Café, Cyber Freelancer, Speaker & Trainer || CISSP || LA & LI ISO 27001 || ISO 27001:2022 Transition || ISO 27005 RM || PECB TrainerCo-Founder Cyber Café, Cyber Freelancer, Speaker & Trainer || CISSP || LA & LI ISO 27001 || ISO 27001:2022 Transition || ISO 27005 RM || PECB Trainer"",,,,""['CAN23', 'Abidjan', 'ARTCI', 'PLCC', 'cybersecurity', 'CyberCAN', 'CAN2023']""";;;;;;;;;;;;;;;;
"Brandvakt Côte d'IvoireBrandvakt Côte d'Ivoire,Challenges of Cybersecurity in Africa: An Analysis from Brandvakt Africa's CISO.hashtag#CybersecurityAfricahashtag#BrandvaktAfricahashtag#DigitalSecurityhashtag#CyberAwarenesshashtag#InfoSechashtag#CyberDefensehashtag#TechInfrastructurehashtag#CyberTalenthashtag#EmergingThreatshashtag#SecureAfricahashtag#CyberPartnershipshashtag#PolicyAdvocacyhashtag#DigitalResiliencehashtag#CyberEducationhashtag#SecureDigitalFuture,171 abonnés171 abonnés,,,,""['CybersecurityAfrica', 'BrandvaktAfrica', 'DigitalSecurity', 'CyberAwareness', 'InfoSec', 'CyberDefense', 'TechInfrastructure', 'CyberTalent', 'EmergingThreats', 'SecureAfrica', 'CyberPartnerships', 'PolicyAdvocacy', 'DigitalResilience', 'CyberEducation', 'SecureDigitalFuture', 'CybersecurityAfrica', 'BrandvaktAfrica', 'DigitalSecurity', 'CyberAwareness', 'InfoSec', 'CyberDefense', 'TechInfrastructure', 'CyberTalent', 'EmergingThreats', 'SecureAfrica', 'CyberPartnerships', 'PolicyAdvocacy', 'DigitalResilience', 'CyberEducation', 'SecureDigitalFuture']""";;;;;;;;;;;;;;;;
"DIBI JEAN-CLAUDE ANEBODIBI JEAN-CLAUDE ANEBO,""🚀 Bonjour Cher Réseau,Par ce post, j'ai le plaisir d'annoncer officiellement le lancement des activités d'Ostec en Côte d'Ivoire. C'est avec une immense fierté que je pilote cette expansion non seulement en Côte d'Ivoire, mais également dans toute la sous-région et en Afrique centrale. Alors que les domaines de l'IA et de la cybersécurité demeurent des sujets d'actualité majeurs, toute l'équipe d'Ostec a hâte de vous accueillir lors d'un cocktail centré sur le thème : 'AI-powered IT and Cybersecurity'. 🌐En guise de cadeau spécial, nous vous offrons la possibilité de vous connecter gratuitement à notre SOC basé sur l'IA pendant une durée limitée. 🎁 Attendez-vous à bien d'autres surprises. À Demain pour la suite. 😉hashtag#Ostechashtag#AIhashtag#Cybersécuritéhashtag#Lancementhashtag#CôtedIvoire""""hashtag#DSI#RSI# #RSE#"",""Country Expansion Manager @ Ostec | CAPM, ITIL, SalesCountry Expansion Manager @ Ostec | CAPM, ITIL, Sales"",,,,""['Ostec', 'AI', 'Cybersécurité', 'Lancement', 'CôtedIvoire', 'DSI', 'Ostec', 'OstecCI', 'NouveauxDéparts']""";;;;;;;;;;;;;;;;
"Farsad Asif SudheerFarsad Asif Sudheer,""In order to offer cloud and cyber security solutions, Liquid Dataport has partnered with VIPNET, a privately held corporate Internet service provider (ISP) in Côte d'Ivoire.Tap the link to read the full news:https://bitly.ws/32V7ehashtag#cybernewshashtag#cybersecurityhashtag#africasercurityhashtag#cotedivoire"",Business Executive at Extensia LimitedBusiness Executive at Extensia Limited,,,,""['cybernews', 'cybersecurity', 'africasercurity', 'cotedivoire']""";;;;;;;;;;;;;;;;
"Warren NuwenyesigaWarren Nuwenyesiga,""Applications open for CyberGirlsFellowship 2024 (Africa)Deadline: Dec 11, 2023Donor: Cybersafe FoundationGrant Type: FellowshipCountries/Regions: Algeria, Angola, Benin, Botswana, Burkina Faso, Burundi, Cameroon, Cape Verde, Central African Republic, Chad, Comoros, Congo (Brazzaville), Congo DR, Cote DIvoire (Ivory Coast), Djibouti, Egypt, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Ghana, Guinea, Guinea-Bissau, Kenya, Lesotho, Liberia, Libya, Madagascar, Malawi, Mali, Mauritania, Mauritius, Mayotte, Morocco, Mozambique, Namibia, Niger, Nigeria, Reunion, Rwanda, Saint Helena, Sao Tome And Principe, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, Sudan, Swaziland, Tanzania, Togo, Tunisia, Uganda, Western Sahara, Zambia, Zimbabwe, South SudanArea: Cyber Security, Information Technology, Women & GenderThe Cybersafe Foundation is seeking applications form individuals who are passionate and dedicated to breaking barriers and equipping themselves with the required skills to begin their careers in cybersecurity, improve their local communities, and seize work opportunities in Africa and across the world.For more information, visithttps://lnkd.in/dur2zcvQhashtag#Fellowshiphashtag#Opportunity"",Monitoring Evaluation and Learning Consultant| Program Management |Data Analysis | Data Visualization |Grant writing |I Help Organizations Enhance Impact through Effective Monitoring & Evaluation strategiesMonitoring Evaluation and Learning Consultant| Program Management |Data Analysis | Data Visualization |Grant writing |I Help Organizations Enhance Impact through Effective Monitoring & Evaluation strategies,,,,""['Fellowship', 'Opportunity']""";;;;;;;;;;;;;;;;
"Spokes NetworkSpokes Network,""🛡️ AFCON's over,  but cyber villains are still playing dirty! Don't fall for their tricks. . Stay safe, stay secure! ⚽🔒As the excitement of AFCON comes to an end, let's not forget to stay vigilant against cyber threats lurking in the aftermath. 🌐🔒 Stay Wary of Suspicious Links:With all the post-game buzz, scammers might try to sneak in with fake celebration links. Don't take the bait! Stay cautious, and double-check before you click.By the way, big shout out to Cote d'Ivoire for their victory! 🎉hashtag#Spokesnetworkhashtag#CyberSecurityhashtag#AFCONhashtag#StaySafeOnlinehashtag#CotedIvoire"""""",14 abonnés14 abonnés,,,,""['Spokesnetwork', 'CyberSecurity', 'AFCON', 'StaySafeOnline', 'CotedIvoire']""";;;;;;;;;;;;;;;;
"Mohamed Salah SayariMohamed Salah Sayari,""Cela nous remplit d'une immense fierté d'étendre la portée de SearchInform sur le marché africain avec un DLP FileAuditor,  RISK MONITOR et SIEM  . Pour favoriser une proximité encore plus étroite avec nos clients, nous avons déjà lancé la distribution a travers notre Office a Dubaï et localisé l'interface du logiciel en français aussi  réaliser  des présentations et des évènements sur nos solutions aux côtés de nos partenaires, ceux qui nous ont fait confiance et qu' avec eux que nous sommes sur des grands projets d'intégration et d'acquisition ... Encore nous avons lancé le projet MSSP service managé a travers Formafast consultingMohamed ROMDANEcertifié MSSP, basé au Maroc.Un réel plaisir de collaborer avec un consultant si expérimenté dans le domaine de cybersécurité.We SearchInform,  We cybersecurity.Rendez vous le 25 Avril, Data Loss prevention classification avec  le même agent , pas besoin d'un intermédiaire.Casablanca, Tunisie, Côte d'Ivoire , Afrique taper DLP et choisissez SearchInform."",International Sales manager & Business development Africa | Internal Auditor and stock management control.International Sales manager & Business development Africa | Internal Auditor and stock management control.,8,,,[]";;;;;;;;;;;;;;;;
"Kouacou franck DjakeauxKouacou franck Djakeaux,5 astuces vraiment gratuites pour évoluer dans votre carrière en Cybersecurite en 2024Ne me remerciez pas !!Cisco NetworkingGrowth hackingAmazon Web Services (AWS)hamza kondoClément Domingoai.connectAtoscyberosineCyberVeille 🇫🇷Orange CyberdefenseOrangeSTAN ZEZE-BAYARDREPUBLIK CYBERCYBER PUBLIC SCHOOLGOMYCODEMINISTERE DE LA DEFENSE DE COTE D'IVOIREMinistère du Numérique et de la Digitalisation du BéninMinistère des ArméesCyberVeille 🇫🇷Cyber Security News ®CAF (Construcciones y Auxiliar de Ferrocarriles)Cyber Africa Forum (CAF)Cyber Security ChampionCybersécuritéCybersécuritéMicrosoft LearnLinkedIn LearningCyber Women CommunityCyber InvestigationCompTIAAfrica CyberSecurity Mag,""INGÉNIEUR CYBERSECURITY , HACKER ETHICAL , AUDITOR SECURITY , INSTRUCTORINGÉNIEUR CYBERSECURITY , HACKER ETHICAL , AUDITOR SECURITY , INSTRUCTOR"",,,,[]";;;;;;;;;;;;;;;;
"Giancarlo Paduano-HellerGiancarlo Paduano-Heller,""!! Cybersecurity concerns us all !!Already heard about Room 42, The cyberattack simulationmade in Luxembourg?https://room42.lu/Many thanks to the Luxembourg House of Cybersecurity and its COO Bertrand Lathoud and his colleagues at LHC for the very interesting presentation offered today to the Luxembourg diplomatic circle. We now know much more about the agency, its services and the cybersecurity ecosystem in Luxembourg.Cybersecurity is a reality that affects us all. It is important that we are aware of the threats and take active measures to protect our data. Joint efforts and cooperation between like-minded countries are crucial in this area."",Deputy Head of Mission at Embassy of Switzerland in LuxembourgDeputy Head of Mission at Embassy of Switzerland in Luxembourg,,,,[]";;;;;;;;;;;;;;;;
"Universal Postal UnionUniversal Postal Union,""UPU andUAT-Union Africaine Des Télécommunicationssign a new memorandum of understanding (MoU) on the sidelines of the UPU’s African Postal Leaders Forum in Abidjan🤝The new MoU focuses on advancing cooperation in some key areas for the socioeconomic development ofhashtag#Africa, such ashashtag#InternetConnectivity,hashtag#DigitalTransformation,hashtag#FinancialInclusion, capacity building, research and development, andhashtag#cybersecurity.The Forum’s opening has also been marked by the signing of bilateral cooperation agreements between Benin Post, Togo Post and La Poste de Côte d'Ivoire."",20 626 abonnés20 626 abonnés,,,,""['Africa', 'InternetConnectivity', 'DigitalTransformation', 'FinancialInclusion', 'cybersecurity']""";;;;;;;;;;;;;;;;
"Lateefatu OwaniranLateefatu Owaniran,""En tant que l’un des plus grands fournisseurs de services de sécurité électronique et informatique au monde, notre vaste bassin de plus de 100 ingénieurs certifiés et personnel d’assistance.Notre mission chez Kougar Solutions et Allied Services Ltd est de dépasser les attentes de nos clients en leur offrant la meilleure solution de sécurité pour répondre à leurs besoins de sécurité Kougar Solutions et Allied Services Ltd conçoivent et crée des systèmes de sécurité qui apporteront un changement positif dans les besoins de sécurité en Côte d’IvoireNous nous engageons à fournir des services et produits de qualitéNos solutions sont fournies par des experts pour aider nos clients durant tout le processus et connaître les vrais besoins et attentes des clients.Kougar Cote d'Ivoire est situé à Brietry boulevard de Marseille."",Responsable informatique et projet chez GTIS TECHNOLOGIE | BTS Réseau informatique et télécommunicationsResponsable informatique et projet chez GTIS TECHNOLOGIE | BTS Réseau informatique et télécommunications,,,,[]";;;;;;;;;;;;;;;;
"Alix BARNABAAlix BARNABA,""hashtag#Hiring: Êtes-vous un(e) expert(e) enhashtag#Cybersécuritébasé(e) en Afrique de l'Ouest (Burkina Faso, Sénégal, Côte d'Ivoire, Mali, Niger, Togo,...) ? Rejoignez-nous auhashtag#Maroc, àhashtag#DATAPROTECThashtag#Casablancaet faites partie de notre équipe dédiée à renforcer la cybersécurité dans la région 🚀💼 Ce que nous recherchons :- Une expérience probante dans le conseil enhashtag#sécuritéhashtag#SI";- Une connaissance approfondie des technologies de sécurité informatique et idéalement des certifications dans ce domaine ;- Une passion pour résoudre des problèmes complexes et une aptitude à travailler de manière autonome ;"- Une disponibilité pour voyager dans la région et s'adapter à des environnements divers.Intéressé(e) ? Postulez dès maintenant en envoyant votre CV actualisé sur :abarnaba@dataprotect.ma"",Chargée de Projets RH | Recruteur IT & Cybersécurité l D";;;;;;;;;;;;;
